gpt_zero_shot,gpt_few_shot,gemini_zero_shot,gemini_few_shot
"{1: (1, [1, 0, 1, 0, 1, 0, 0, 0, 0, 1]), 0: (1, [1, 0, 0, 0, 0, 1, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 0, 1, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 0, 0, 1, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 0, 0, 1, 0, 0, 0, 0, 0]), 0: (1, [1, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 1, 0, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 1, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 1, 1, 1, 0, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 0, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 0, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 1, 1, 1, 0, 1, 0, 1, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [0, 1, 1, 1, 1, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 1, 0, 1, 1, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 1, 1, 1, 1, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 1, 0, 1, 1, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 1, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (1, [0, 0, 1, 1, 0, 1, 0, 0, 0, 0])}","{1: (1, [1, 1, 0, 1, 0, 0, 0, 0, 0, 1]), 0: (1, [0, 0, 1, 1, 0, 1, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 1, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 1, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 0, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 0, 0, 0, 1, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 0, 1, 0, 0, 0, 1, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 1, 0, 1, 0, 1, 0, 0, 0, 1]), 0: (1, [0, 0, 1, 1, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 1, 0, 0, 0, 0, 0]), 0: (1, [0, 0, 1, 1, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 1, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 1, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (1, [0, 0, 1, 1, 0, 0, 0, 1, 0, 0])}","{1: (1, [0, 1, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 0, 0, 0, 1, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 1, 0, 0, 1, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 1, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 0, 1, 1, 0, 0, 0, 1, 0, 1]), 0: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 0, 0, 0, 1, 0, 1]), 0: (1, [0, 0, 1, 1, 0, 1, 0, 0, 0, 0])}","{1: (1, [0, 0, 1, 1, 0, 0, 1, 1, 0, 1]), 0: (1, [0, 0, 1, 1, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 0, 1, 1, 0, 0, 1, 1, 0, 1]), 0: (1, [0, 0, 1, 1, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 1, 1, 1, 0, 1, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 1, 1, 1, 0, 0, 0, 1, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [0, 1, 0, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 0, 1, 0, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 0, 0, 0, 1, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 0, 0, 1, 0, 0, 0, 1, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [0, 1, 0, 1, 0, 0, 0, 0, 0, 1]), 0: (1, [0, 0, 1, 1, 0, 0, 0, 0, 0, 1])}","{1: (1, [0, 1, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [0, 0, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (1, [0, 0, 1, 1, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 0, 1, 1, 0, 0, 1, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 0, 1, 1, 0, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 0, 1, 1, 0, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 0, 0, 1, 1, 0, 0, 0, 0, 1]), 0: (1, [1, 0, 0, 1, 0, 1, 0, 0, 0, 0])}","{1: (1, [1, 0, 0, 0, 1, 1, 0, 0, 0, 1]), 0: (1, [0, 0, 0, 1, 0, 1, 0, 0, 0, 0])}","{1: (1, [1, 0, 0, 1, 1, 1, 0, 0, 0, 1]), 0: (1, [0, 0, 1, 1, 0, 0, 0, 1, 0, 0])}","{1: (1, [0, 0, 1, 0, 1, 1, 0, 0, 0, 1]), 0: (1, [0, 0, 0, 1, 0, 0, 0, 1, 0, 0])}"
"{1: (1, [1, 0, 1, 1, 1, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 1, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 0, 0, 0, 0, 0, 1, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 0, 0, 1, 0, 0, 0, 1, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [0, 1, 0, 1, 1, 0, 0, 0, 0, 1]), 0: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 1, 0, 1, 1, 0, 0, 0, 0, 1]), 0: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 0, 1, 1, 1, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 0, 0, 1, 1, 0, 0, 0, 0, 1]), 0: (1, [0, 0, 1, 0, 0, 0, 0, 1, 0, 0])}"
"{1: (1, [0, 1, 1, 1, 0, 0, 1, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 1, 1, 1, 1, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 1, 1, 1, 0, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 1, 1, 1, 0, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 0, 0, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 0, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 0]), 0: (1, [1, 0, 0, 0, 0, 0, 0, 0, 0, 1])}","{1: (1, [0, 1, 0, 1, 0, 1, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 0]), 0: (1, [1, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 0]), 0: (1, [0, 0, 0, 0, 0, 0, 0, 0, 0, 1])}"
"{1: (1, [1, 1, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (1, [1, 0, 0, 0, 0, 1, 0, 0, 0, 0])}","{1: (1, [1, 0, 0, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 0, 1, 0, 1, 0, 0, 1]), 0: (1, [1, 0, 0, 0, 1, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 0, 1, 0, 0, 0, 0, 0]), 0: (1, [1, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 1, 1, 1, 0, 0, 1, 0, 0, 1]), 0: (1, [1, 1, 1, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 0, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 0, 0, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 1, 1, 1, 0, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 1, 1, 1, 0, 0, 0, 1, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 0, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 0, 1, 0, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 0, 1, 0, 1, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 0, 1, 1, 1, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 1, 0, 1, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 0, 1, 1, 1, 1, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [0, 0, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (1, [1, 0, 0, 1, 0, 1, 0, 0, 0, 0])}","{1: (1, [0, 0, 1, 1, 0, 0, 0, 1, 0, 1]), 0: (1, [0, 0, 0, 1, 0, 1, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 1, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 0, 1, 1, 0, 0, 0, 1, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 0, 1, 0, 0, 0, 1, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 0, 0, 0, 1, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 0, 0, 0, 1, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 0, 0, 0, 0, 1, 0, 0, 0, 1]), 0: (1, [0, 0, 1, 1, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 0, 0, 0, 1, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 0, 1, 0, 1, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 0, 0, 0, 1, 0, 0, 0, 1]), 0: (1, [0, 1, 1, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [0, 1, 0, 1, 1, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 1, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 0, 1, 1, 1, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 1, 1, 0, 1, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 1, 1, 1, 1, 0, 0, 0, 0, 0]), 0: (1, [1, 0, 0, 0, 0, 1, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 1, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 0, 0, 0, 0, 0, 0]), 0: (1, [1, 0, 0, 0, 0, 1, 0, 0, 0, 0])}","{1: (1, [1, 1, 0, 1, 0, 0, 1, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (1, [0, 0, 1, 1, 0, 1, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 0]), 0: (1, [0, 0, 1, 1, 0, 1, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 0]), 0: (1, [0, 0, 1, 1, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [0, 0, 0, 1, 1, 0, 0, 0, 0, 1]), 0: (1, [1, 0, 0, 0, 0, 0, 0, 0, 0, 1])}","{1: (1, [0, 1, 0, 0, 1, 0, 0, 0, 0, 1]), 0: (1, [1, 0, 0, 0, 0, 0, 0, 0, 0, 1])}","{1: (1, [1, 0, 1, 0, 1, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 0, 1, 1, 1, 0, 0, 0, 0, 1]), 0: (1, [0, 0, 0, 0, 0, 0, 0, 0, 0, 1])}"
"{1: (1, [0, 1, 1, 1, 1, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 0, 1, 0, 1, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 1, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 1, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 1, 1, 1, 0, 0, 0, 1, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 0, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 0, 1, 0, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 0, 1, 0, 0, 0, 0, 1, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [0, 1, 1, 1, 0, 0, 1, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 1, 0, 1, 1, 0, 1, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 1, 0, 0, 1, 0, 1, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 1, 0, 0, 1, 0, 1, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 0, 0, 0, 0, 1, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 0, 1, 1, 0, 0, 1, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 0, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 1, 1, 0, 0, 0, 1, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 0, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [0, 1, 1, 1, 1, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 1, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 1, 0, 1, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 0, 1, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 0, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 0, 1, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 0, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 1, 0, 1, 0, 0, 0, 0, 0, 1]), 0: (1, [1, 0, 0, 1, 0, 0, 0, 0, 0, 1])}","{1: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 0, 0, 0, 1, 0, 1]), 0: (1, [0, 0, 1, 1, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 1, 0, 0, 1, 0, 1]), 0: (1, [0, 0, 0, 1, 0, 0, 0, 0, 0, 1])}"
"{1: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (1, [0, 0, 0, 1, 0, 1, 0, 0, 0, 1])}","{1: (1, [0, 0, 1, 1, 0, 1, 0, 0, 0, 1]), 0: (1, [0, 0, 1, 1, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 0, 0, 0, 1, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 0, 0, 0, 0, 0, 1, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [0, 0, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (1, [1, 0, 0, 1, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 0, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (1, [0, 0, 1, 1, 0, 0, 0, 0, 0, 0])}","{1: (1, [0, 0, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 0, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 0, 0, 0, 1, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 1, 0, 0, 0, 1, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 0, 0, 0, 0, 1, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 0, 1, 0, 1, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 0, 1, 0, 1, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 0, 1, 0, 1, 0, 1, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 1, 1, 1, 0, 0, 0, 0, 0, 1]), 0: (1, [1, 0, 0, 0, 0, 1, 0, 0, 0, 1])}","{1: (1, [0, 1, 1, 1, 0, 0, 0, 1, 0, 0]), 0: (1, [1, 0, 0, 0, 0, 1, 0, 1, 0, 0])}","{1: (1, [1, 1, 0, 1, 0, 0, 0, 1, 0, 0]), 0: (1, [1, 0, 1, 0, 0, 0, 0, 0, 0, 1])}","{1: (1, [1, 1, 1, 0, 0, 0, 0, 1, 0, 0]), 0: (1, [1, 0, 0, 0, 0, 0, 0, 0, 0, 1])}"
"{1: (1, [1, 1, 0, 1, 1, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 1, 1, 1, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 0, 1, 1, 0, 1, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 0, 1, 0, 1, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
"{1: (1, [1, 1, 0, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 0, 1, 0, 0, 0, 0, 0, 1]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 0, 1, 0, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}","{1: (1, [1, 1, 0, 1, 0, 0, 0, 0, 0, 0]), 0: (0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0])}"
